Company,Car_name,Model_year,History,Kilometers,Registered in,Owner,Transmission,Registration,State,Fuel_Type,Mileage,Fuel_capacity,Seating_capacity,City,Price
Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,2019,Non-Accidental,19349,19-Oct,1st Owner,AUTOMATIC,MH-12,MH,Petrol,14.8,52,5,Pune,null
Mg,HECTOR SHARP DCT PETROL,2020,Non-Accidental,25177,N/A,1st Owner,AUTOMATIC,MH-12,MH,Petrol,14,60,5,Pune,1618999
Hyundai,NEW SANTRO 1.1 SPORTZ MT CNG,2018,Non-Accidental,39904,18-Nov,1st Owner,NA,MH-14,MH,Petrol + CNG,30,60,5,Pune,null
Hyundai,Creta 1.6 CRDI SX PLUS AUTO,2016,Non-Accidental,97021,16-Mar,2nd Owner,AUTOMATIC,MH-46,MH,Diesel,17,60,5,Pune,930799
Hyundai,NEW SANTRO 1.1 SPORTZ MT CNG,2019,Non-Accidental,43871,19-Sep,1st Owner,NA,MH-14,MH,Petrol + CNG,30,60,5,Pune,null
Honda,City SV MT PETROL,2017,Non-Accidental,29160,17-May,2nd Owner,MANUAL,MH-14,MH,Petrol,17.4,40,5,Pune,null
Hyundai,Verna EX 1.6 VTVT AT,2019,Non-Accidental,27075,19-Jan,2nd Owner,AUTOMATIC,MH-14,MH,Petrol,21.5,44,5,Pune,null
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2018,Non-Accidental,29944,18-Dec,2nd Owner,AUTOMATIC,MH-20,MH,Petrol,20.3,35,5,Pune,null
Maruti,Wagon R 1.0 LXI,2013,Non-Accidental,94846,13-Oct,2nd Owner,MANUAL,MH-14,MH,Petrol,15,35,5,Pune,null
Maruti,Wagon R 1.0 LXI CNG,2013,Non-Accidental,54632,13-Mar,1st Owner,MANUAL,MH-46,MH,Petrol + CNG,N/A,35,5,Pune,412699
Maruti,Baleno DELTA 1.2 K12,2017,Non-Accidental,19494,17-Apr,1st Owner,MANUAL,MH-12,MH,Petrol,21.4,37,5,Pune,null
Honda,Amaze VX AT I DTEC,2020,Non-Accidental,70062,20-Oct,1st Owner,AUTOMATIC,MH-12,MH,Diesel,null,null,null,Pune,972099
Mg,HECTOR SHARP 2.0 DIESEL,2020,Non-Accidental,55260,20-Nov,1st Owner,MANUAL,MH-14,MH,Diesel,17.4,60,5,Pune,null
Maruti,Dzire VXI,2018,Non-Accidental,51798,18-Nov,1st Owner,MANUAL,MH-48,MH,Petrol + CNG,21.2,37,5,Pune,704199
Maruti,Alto 800 LXI,2018,Non-Accidental,35281,18-Dec,1st Owner,MANUAL,MH-12,MH,Petrol,24.7,35,5,Pune,null
Maruti,Baleno DELTA 1.2 K12,2017,Non-Accidental,24251,17-Oct,1st Owner,MANUAL,MH-12,MH,Petrol,21.4,37,5,Pune,600899
Ford,Ecosport 1.5 TREND+ TDCI,2016,Non-Accidental,59584,16-Apr,1st Owner,MANUAL,MH-47,MH,Diesel,22.3,52,5,Pune,null
Maruti,S PRESSO VXI,2021,Non-Accidental,18488,21-Aug,1st Owner,MANUAL,MH-14,MH,Petrol,21.7,27,5,Pune,461299
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,38313,16-Apr,1st Owner,MANUAL,MH-12,MH,Petrol,18.9,43,5,Pune,null
Hyundai,Elite i20 1.2  ASTA (O) CVT,2019,Non-Accidental,9902,19-Aug,2nd Owner,AUTOMATIC,MH-03,MH,Petrol,23.8,35,5,Pune,887399
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2017,Non-Accidental,23258,17-Apr,2nd Owner,MANUAL,MH-14,MH,Petrol,19.8,43,5,Pune,null
Maruti,Alto K10 VXI,2016,Non-Accidental,47958,16-Sep,2nd Owner,MANUAL,MH-10,MH,Petrol,24,35,5,Pune,null
Hyundai,Eon MAGNA PLUS,2017,Non-Accidental,25428,17-Jun,1st Owner,MANUAL,MH-46,MH,Petrol,21.1,32,5,Pune,null
Toyota,Glanza G MT PETROL,2021,Non-Accidental,16222,21-Mar,1st Owner,MANUAL,MH-12,MH,Petrol,22.4,37,5,Pune,803599
Maruti,Baleno ZETA 1.2 K12,2016,Non-Accidental,53483,16-Jun,1st Owner,MANUAL,MH-12,MH,Petrol,21.4,37,5,Pune,null
Maruti,Alto K10 VXI,2015,Non-Accidental,67238,15-Nov,1st Owner,MANUAL,MH-12,MH,Petrol,24.1,35,5,Pune,332799
Maruti,Wagon R 1.0 VXI,2015,Non-Accidental,75090,15-Sep,1st Owner,MANUAL,MH-12,MH,Petrol,20.5,35,5,Pune,null
Honda,CRV 2.0 2WD AT,2015,Non-Accidental,69255,15-May,1st Owner,AUTOMATIC,MH-02,MH,Petrol,13.7,58,5,Pune,1091199
Honda,City ZX MT I-DTEC,2017,Non-Accidental,74238,17-Jul,2nd Owner,MANUAL,MH-47,MH,Diesel,25.6,40,5,Pune,null
Skoda,Rapid 1.0 AMBITION TSI MT,2020,Non-Accidental,29229,20-Aug,1st Owner,MANUAL,MH-14,MH,Petrol,null,null,null,Pune,945499
Ford,FREESTYLE TITANIUM 1.5 TDCI,2020,Non-Accidental,19901,20-Jan,1st Owner,MANUAL,MH-14,MH,Diesel,24.4,40,5,Pune,null
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Non-Accidental,52588,18-Sep,2nd Owner,MANUAL,MH-12,MH,Petrol + CNG,19.8,43,5,Pune,551599
Honda,Jazz 1.2 ZX MT,2021,Non-Accidental,5817,21-Jun,1st Owner,MANUAL,MH-12,MH,Petrol,17.1,40,5,Pune,null
Maruti,Wagon R 1.0 VXI,2017,Non-Accidental,25000,17-Aug,1st Owner,MANUAL,MH-02,MH,Petrol,20.5,35,5,Pune,null
Honda,City VX MT PETROL,2016,Non-Accidental,64518,16-Jan,2nd Owner,MANUAL,MH-14,MH,Petrol,17.8,40,5,Pune,null
Maruti,Wagon R 1.0 LXI,2014,Non-Accidental,56242,14-Jan,2nd Owner,MANUAL,MH-14,MH,Petrol,15,35,5,Pune,null
Hyundai,Grand i10 Sportz(O) 1.2 MT,2017,Non-Accidental,49670,17-Nov,1st Owner,MANUAL,MH-14,MH,Petrol,19.8,43,5,Pune,null
Skoda,Rapid 1.0 AMBITION TSI MT,2020,Non-Accidental,20822,20-Nov,1st Owner,MANUAL,MH-14,MH,Petrol,null,null,null,Pune,961599
Maruti,Wagon R 1.0 VXI,2015,Non-Accidental,56163,15-Nov,2nd Owner,MANUAL,MH-12,MH,Petrol,20.5,35,5,Pune,null
Hyundai,Creta 1.6 SX PLUS AUTO PETROL,2016,Non-Accidental,67951,16-May,2nd Owner,AUTOMATIC,MH-47,MH,Petrol,15.3,60,5,Pune,1010599
Maruti,Wagon R 1.0 LXI CNG,2018,Non-Accidental,86955,18-Mar,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,26.6,35,5,Pune,null
Maruti,Wagon R 1.0 VXI AMT,2016,Non-Accidental,33177,16-Jun,2nd Owner,AUTOMATIC,MH-12,MH,Petrol,20.5,35,5,Pune,440099
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,53358,16-Dec,1st Owner,MANUAL,MH-12,MH,Petrol,18.9,43,5,Pune,null
Ford,Figo Aspire 1.2 Trend+ Petrol,2019,Non-Accidental,8417,19-Nov,1st Owner,MANUAL,MH-04,MH,Petrol + CNG,null,null,null,Pune,608899
Maruti,Alto VXI,2019,Non-Accidental,13626,19-Sep,1st Owner,MANUAL,MH-12,MH,Petrol,24.7,35,5,Pune,null
Honda,Civic 1.8V AT,2019,Non-Accidental,6045,19-Oct,2nd Owner,AUTOMATIC,MH-02,MH,Petrol,13.9,50,5,Pune,1492899
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,2017,Non-Accidental,24587,17-Sep,2nd Owner,MANUAL,MH-12,MH,Petrol,18.9,43,5,Pune,null
Hyundai,Elite i20 1.2  ASTA (O) CVT,2019,Non-Accidental,7022,19-Nov,1st Owner,AUTOMATIC,MH-12,MH,Petrol,23.8,35,5,Pune,921299
Maruti,Ciaz ALPHA 1.3 DDIS SHVS,2019,Non-Accidental,30144,19-Apr,1st Owner,MANUAL,MH-14,MH,Diesel,null,43,5,Pune,null
Tata,ALTROZ XZ 1.2,2021,Non-Accidental,6346,21-Jun,1st Owner,MANUAL,MH-12,MH,Petrol,18.5,37,5,Pune,834999
Jeep,Compass 2.0 LIMITED,2018,Non-Accidental,43502,18-Mar,2nd Owner,MANUAL,MH-12,MH,Diesel,17.1,60,5,Pune,null
Maruti,Wagon R 1.0 LXI CNG,2014,Non-Accidental,69411,14-Dec,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,26.6,35,5,Pune,408799
Hyundai,Elite i20 1.2  ASTA (O) CVT,2019,Non-Accidental,13558,19-Dec,1st Owner,AUTOMATIC,MH-14,MH,Petrol,23.8,35,5,Pune,null
Hyundai,VENUE 1.0 TURBO GDI SX+ AT,2019,Non-Accidental,16328,19-Aug,2nd Owner,AUTOMATIC,MH-12,MH,Petrol,18.2,45,5,Pune,1122499
Ford,Ecosport 1.5 TITANIUM TI VCT AT,2016,Non-Accidental,53696,16-Jul,1st Owner,AUTOMATIC,MH-12,MH,Petrol,15.6,52,5,Pune,713799
Maruti,Alto 800 LXI,2018,Non-Accidental,19233,18-Jun,1st Owner,MANUAL,MH-12,MH,Petrol,24.7,35,5,Pune,359699
Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,2017,Non-Accidental,66447,17-Sep,1st Owner,MANUAL,MH-14,MH,Petrol,18.9,43,5,Pune,488499
Maruti,Alto K10 VXI,2018,Non-Accidental,15030,18-Oct,1st Owner,MANUAL,MH-16,MH,Petrol,24.1,35,5,Pune,374499
Kia,SELTOS HTK 1.5 PETROL,2019,Non-Accidental,19970,19-Nov,1st Owner,MANUAL,MH-12,MH,Petrol,16.8,50,5,Pune,1164699
Volkswagen,Vento COMFORTLINE 1.0 TSI MT,2020,Non-Accidental,65274,20-Aug,1st Owner,MANUAL,MH-12,MH,Petrol,17.7,55,5,Pune,949199
Maruti,Wagon R 1.0 LXI CNG,2016,Non-Accidental,67730,16-Sep,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,26.6,35,5,Pune,null
Maruti,S Cross ZETA SHVS PETROL,2021,Non-Accidental,6608,21-Mar,1st Owner,MANUAL,MH-12,MH,Petrol,18.5,48,5,Pune,959399
Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,2019,Non-Accidental,13690,19-Dec,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,19.8,40,5,Pune,null
Maruti,Alto K10 VXI,2016,Non-Accidental,28809,16-Jul,1st Owner,MANUAL,MH-12,MH,Petrol,24,35,5,Pune,347999
Maruti,Dzire VXI,2017,Non-Accidental,32288,17-Nov,1st Owner,MANUAL,MH-12,MH,Petrol,21.2,37,5,Pune,null
Hyundai,Elite i20 SPORTZ 1.2,2016,Non-Accidental,63847,16-Jan,2nd Owner,MANUAL,MH-02,MH,Petrol,18.6,45,5,Pune,537599
Kia,SELTOS HTK PLUS 1.5 DIESEL,2020,Non-Accidental,62846,20-Jan,1st Owner,MANUAL,MH-14,MH,Diesel,18,50,5,Pune,null
Honda,Amaze 1.2 SMT I VTEC,2019,Non-Accidental,17156,19-Apr,1st Owner,MANUAL,MH-12,MH,Petrol,19.5,35,5,Pune,670299
Maruti,Wagon R 1.0 VXI,2017,Non-Accidental,38067,17-Sep,1st Owner,MANUAL,MH-05,MH,Petrol,20.5,35,5,Pune,419199
Hyundai,Creta 1.6 SX PLUS AUTO PETROL,2016,Non-Accidental,68103,16-Jun,1st Owner,AUTOMATIC,MH-12,MH,Petrol,15.3,60,5,Pune,974199
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Non-Accidental,10581,18-Sep,1st Owner,MANUAL,MH-14,MH,Petrol,19.8,43,5,Pune,null
Maruti,S PRESSO VXI CNG,2021,Non-Accidental,15123,21-Jul,1st Owner,MANUAL,MH-05,MH,Petrol + CNG,31.2,55,4,Pune,522899
Hyundai,Grand i10 1.2 KAPPA SPORTZ (O),2017,Non-Accidental,10440,17-Dec,1st Owner,MANUAL,MH-12,MH,Petrol,19.8,43,5,Pune,null
Maruti,Wagon R 1.0 VXI ABS AIR BAG,2016,Non-Accidental,44229,16-Apr,1st Owner,MANUAL,MH-47,MH,Petrol,null,null,null,Pune,386799
Volkswagen,Vento Highline 1.0 TSI MT,2021,Non-Accidental,29329,21-Jan,1st Owner,MANUAL,MH-12,MH,Petrol,null,null,null,Pune,934299
Hyundai,Xcent SX 1.2,2016,Non-Accidental,28646,16-Sep,1st Owner,MANUAL,MH-05,MH,Petrol,19.1,43,5,Pune,538999
Hyundai,Creta 1.6 VTVT SX AUTO,2019,Non-Accidental,16598,19-Mar,1st Owner,AUTOMATIC,MH-12,MH,Petrol,13,55,5,Pune,null
Honda,Amaze 1.2 SMT I VTEC,2020,Non-Accidental,12910,20-Nov,2nd Owner,MANUAL,MH-12,MH,Petrol,19.5,35,5,Pune,687399
Maruti,Alto 800 LXI,2018,Non-Accidental,41536,18-Apr,1st Owner,MANUAL,MH-14,MH,Petrol,24.7,35,5,Pune,310699
Toyota,Innova Crysta 2.7 ZX AT 7 STR,2017,Non-Accidental,91964,17-Mar,2nd Owner,AUTOMATIC,MH-12,MH,Petrol,10.8,65,7,Pune,1679299
Hyundai,NEW SANTRO SPORTZ 1.1,2020,Non-Accidental,18945,20-Sep,1st Owner,MANUAL,MH-14,MH,Petrol,20.3,35,5,Pune,null
Maruti,Baleno DELTA 1.2 K12,2017,Non-Accidental,23007,17-Oct,2nd Owner,MANUAL,MH-12,MH,Petrol,21.4,37,5,Pune,585999
Hyundai,NEW SANTRO 1.1 MAGNA CNG MT,2020,Non-Accidental,24669,20-May,1st Owner,MANUAL,MH-46,MH,Petrol + CNG,N/A,N/A,4,Pune,584299
Hyundai,Elite i20 SPORTZ 1.2,2015,Non-Accidental,70031,15-Mar,2nd Owner,MANUAL,MH-14,MH,Petrol,18.6,45,5,Pune,516699
Maruti,Wagon R 1.0 LXI CNG,2013,Non-Accidental,84214,13-Sep,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,N/A,35,5,Pune,375999
Maruti,S PRESSO VXI CNG,2021,Non-Accidental,7595,21-Sep,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,31.2,55,4,Pune,532099
Maruti,Wagon R 1.0 LXI CNG,2014,Non-Accidental,67549,14-Mar,2nd Owner,MANUAL,MH-12,MH,Petrol + CNG,26.6,35,5,Pune,407799
Honda,Jazz ZX CVT,2022,Non-Accidental,2300,22-Feb,1st Owner,AUTOMATIC,MH-12,MH,Petrol,null,null,null,Pune,1087699
Honda,Jazz 1.2 V MT,2018,Non-Accidental,26896,18-Oct,1st Owner,MANUAL,MH-46,MH,Petrol,18.7,40,5,Pune,624899
Maruti,Celerio ZXI OPT AMT,2018,Non-Accidental,41777,18-Jun,1st Owner,AUTOMATIC,MH-12,MH,Petrol,21.6,35,5,Pune,null
Hyundai,Elite i20 ASTA 1.2,2015,Non-Accidental,80464,15-Apr,2nd Owner,MANUAL,MH-12,MH,Petrol,18.6,45,5,Pune,519799
Maruti,Wagon R 1.0 LXI CNG,2014,Non-Accidental,53428,14-May,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,26.6,35,5,Pune,435599
Ford,Figo Aspire 1.2 Trend+ Petrol,2019,Non-Accidental,20809,19-Dec,1st Owner,MANUAL,MH-12,MH,Petrol,null,null,null,Pune,601699
Maruti,Celerio VXI CNG,2018,Non-Accidental,71933,18-Jul,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,31.8,60,5,Pune,531299
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,43768,16-Sep,2nd Owner,MANUAL,MH-12,MH,Petrol,21.4,37,5,Pune,563399
Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,2018,Non-Accidental,23292,18-May,2nd Owner,AUTOMATIC,MH-14,MH,Petrol,17.5,43,5,Pune,613899
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2015,Non-Accidental,23930,15-Mar,1st Owner,MANUAL,MH-12,MH,Petrol,18.9,43,5,Pune,472899
Tata,NEXON XZA + 1.2 PETROL A/T,2019,Non-Accidental,4459,19-Nov,2nd Owner,AUTOMATIC,MH-05,MH,Petrol,17.9,44,5,Pune,863499
Toyota,Camry HYBRID,2017,Non-Accidental,70336,17-May,1st Owner,AUTOMATIC,MH-04,MH,Petrol,19.2,65,5,Pune,1592399
Maruti,Alto 800 LXI,2016,Non-Accidental,26197,16-Nov,1st Owner,MANUAL,MH-12,MH,Petrol,24.7,35,5,Pune,316799
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Non-Accidental,23439,18-Dec,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,19.8,43,5,Pune,576299
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,2015,Non-Accidental,71894,15-May,1st Owner,MANUAL,MH-12,MH,Petrol,18.9,43,5,Pune,457799
Kia,SELTOS HTK PLUS 1.5 DIESEL,2019,Non-Accidental,57058,19-Oct,1st Owner,MANUAL,MH-14,MH,Diesel,18,50,5,Pune,1255799
Hyundai,NEW SANTRO 1.1 SPORTZ MT CNG,2019,Non-Accidental,11844,19-Jan,1st Owner,NA,MH-14,MH,Petrol + CNG,30,60,5,Pune,602699
Maruti,Celerio VXI CNG OPT,2019,Non-Accidental,28767,19-Mar,1st Owner,MANUAL,MH-02,MH,Petrol + CNG,null,60,5,Pune,null
Maruti,Wagon R 1.0 LXI CNG,2013,Non-Accidental,75567,13-Oct,1st Owner,MANUAL,MH-46,MH,Petrol + CNG,N/A,35,5,Pune,378799
Maruti,Celerio VXI CNG OPT,2019,Non-Accidental,27802,19-Nov,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,null,60,5,Pune,596899
Maruti,Wagon R 1.0 VXI OPT,2017,Non-Accidental,20695,17-May,2nd Owner,MANUAL,MH-12,MH,Petrol,20.5,35,5,Pune,423999
Maruti,Alto 800 LXI,2018,Non-Accidental,11684,18-Nov,1st Owner,MANUAL,MH-14,MH,Petrol,24.7,35,5,Pune,340599
Hyundai,Verna FLUIDIC 1.6 VTVT SX AT,2014,Non-Accidental,32390,14-Aug,2nd Owner,AUTOMATIC,MH-02,MH,Petrol,16.6,43,5,Pune,661499
Maruti,Celerio VXI,2014,Non-Accidental,84997,14-Mar,1st Owner,MANUAL,MH-14,MH,Petrol,23.1,35,5,Pune,417199
Maruti,Vitara Brezza ZDI,2016,Non-Accidental,48414,16-Aug,1st Owner,MANUAL,MH-43,MH,Diesel,24.3,48,5,Pune,801599
Hyundai,Grand i10 Sportz1.2 CRDI,2017,Non-Accidental,78810,17-May,1st Owner,MANUAL,MH-14,MH,Diesel,24,43,5,Pune,519299
Maruti,Ciaz DELTA 1.4 VVT,2017,Non-Accidental,40472,17-Sep,1st Owner,MANUAL,MH-05,MH,Petrol,20.7,43,5,Pune,648099
Hyundai,NEW SANTRO ERA 1.1,2019,Non-Accidental,15865,19-May,1st Owner,MANUAL,MH-12,MH,Petrol,20.3,35,5,Pune,479899
Hyundai,Creta 1.6 SX AT CRDI,2018,Non-Accidental,34112,18-Nov,2nd Owner,AUTOMATIC,MH-43,MH,Diesel,17,55,5,Pune,1317599
Renault,Duster RXZ CVT 1.3 TURBO,2021,Non-Accidental,8006,21-Nov,1st Owner,AUTOMATIC,MH-12,MH,Petrol,16.4,50,5,Pune,1210899
Ford,Ecosport 1.5TITANIUM TDCI,2020,Non-Accidental,22460,20-Nov,1st Owner,MANUAL,MH-06,MH,Diesel,21.7,52,5,Pune,947399
Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,2019,Non-Accidental,31445,19-Jul,1st Owner,MANUAL,MH-14,MH,Petrol,19.8,40,5,Pune,701199
Maruti,Celerio ZXI OPT AMT,2018,Non-Accidental,26738,18-Mar,1st Owner,AUTOMATIC,MH-12,MH,Petrol,21.6,35,5,Pune,546699
Renault,TRIBER 1.0 RXZ,2019,Non-Accidental,17385,19-Nov,1st Owner,MANUAL,MH-12,MH,Petrol,20,40,7,Pune,697699
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,50669,16-Jul,1st Owner,MANUAL,MH-12,MH,Petrol,18.9,43,5,Pune,458999
Maruti,Wagon R 1.0 LXI CNG,2014,Non-Accidental,71143,14-Dec,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,26.6,35,5,Pune,null
Maruti,Celerio VXI CNG,2017,Non-Accidental,76388,17-Nov,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,31.8,60,5,Pune,493499
Maruti,Wagon R 1.0 LXI CNG,2012,Non-Accidental,88057,12-Oct,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,N/A,35,5,Pune,358349
Hyundai,AURA SX PETROL,2020,Non-Accidental,31018,20-Sep,1st Owner,MANUAL,MH-12,MH,Petrol,20.5,37,5,Pune,747499
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,47256,16-Nov,1st Owner,MANUAL,MH-49,MH,Petrol,18.9,43,5,Pune,471399
Maruti,Baleno DELTA 1.2 K12,2016,Non-Accidental,48248,16-Jun,2nd Owner,MANUAL,MH-01,MH,Petrol,21.4,37,5,Pune,532299
Toyota,Corolla Altis  VL AT,2016,Non-Accidental,42212,N/A,1st Owner,AUTOMATIC,MH-47,MH,Petrol,16.7,55,5,Pune,null
Honda,Brio 1.2 S MT I VTEC,2014,Non-Accidental,77690,14-May,1st Owner,MANUAL,MH-02,MH,Petrol,19.4,35,5,Pune,349699
Mahindra,XUV500 W6 AT,2016,Non-Accidental,89755,16-Aug,2nd Owner,AUTOMATIC,MH-14,MH,Diesel,13.9,70,7,Pune,1082099
Volkswagen,Vento HIGHLINE PETROL,2014,Non-Accidental,37558,14-Oct,1st Owner,MANUAL,MH-14,MH,Petrol,14.4,55,5,Pune,546299
Mahindra,XUV500 W11 (O) AT,2018,Non-Accidental,43869,18-Jun,1st Owner,AUTOMATIC,MH-14,MH,Diesel,15.1,70,7,Pune,null
Maruti,Wagon R 1.0 LXI CNG,2014,Non-Accidental,24802,14-Apr,1st Owner,MANUAL,MH-04,MH,Petrol + CNG,26.6,35,5,Pune,438099
Honda,City SV CVT PETROL,2015,Non-Accidental,46542,15-Feb,1st Owner,AUTOMATIC,MH-12,MH,Petrol,18,40,5,Pune,null
Maruti,Celerio VXI (O) AMT,2018,Non-Accidental,36460,18-Jan,1st Owner,AUTOMATIC,MH-14,MH,Petrol,21.6,35,5,Pune,493099
Maruti,Wagon R 1.0 LXI CNG,2014,Non-Accidental,59043,14-Nov,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,26.6,35,5,Pune,null
Honda,Amaze 1.2 SMT I VTEC,2020,Non-Accidental,39888,20-Jan,2nd Owner,MANUAL,MH-14,MH,Petrol,19.5,35,5,Pune,641849
Honda,Jazz ZX CVT,2021,Non-Accidental,7292,21-Aug,1st Owner,AUTOMATIC,MH-12,MH,Petrol,17.1,40,5,Pune,null
Hyundai,AURA SX PETROL,2020,Non-Accidental,35201,20-Feb,1st Owner,MANUAL,MH-12,MH,Petrol,20.5,37,5,Pune,750299
Honda,Amaze 1.2 SMT I VTEC,2019,Non-Accidental,20299,19-Jun,1st Owner,MANUAL,MH-04,MH,Petrol,19.5,35,5,Pune,null
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,25843,19-Aug,1st Owner,MANUAL,MH-31,MH,Petrol,21.4,37,5,Pune,638299
Hyundai,i20 ASTA 1.2,2013,Non-Accidental,25985,13-May,2nd Owner,MANUAL,MH-12,MH,Petrol,18.2,45,5,Pune,null
Renault,TRIBER 1.0 RXZ,2019,Non-Accidental,9798,19-Sep,1st Owner,MANUAL,MH-12,MH,Petrol,20,40,7,Pune,696399
Maruti,New  Wagon-R LXI CNG 1.0 L,2019,Non-Accidental,82792,19-Jul,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,null,null,null,Pune,null
Honda,Brio 1.2 E MT I VTEC,2012,Non-Accidental,48547,12-Sep,2nd Owner,MANUAL,MH-03,MH,Petrol,18.5,35,5,Pune,303699
Kia,SELTOS HTX+ MT 1.5 DIESEL,2019,Non-Accidental,37157,19-Oct,1st Owner,MANUAL,MH-12,MH,Diesel,18,50,5,Pune,null
Volkswagen,Ameo COMFORTLINE 1.2,2017,Non-Accidental,50011,17-Jan,1st Owner,MANUAL,MH-12,MH,Petrol,17.8,45,5,Pune,509699
Honda,Amaze 1.2 SMT I VTEC,2019,null,n,null,null,null,MH-05,MH,null,19.5,35,5,Pune,631999
Tata,Tiago XZ 1.2 REVOTRON,2017,Non-Accidental,33007,17-Mar,1st Owner,MANUAL,MH-14,MH,Petrol,23.8,35,5,Pune,526699
Honda,Jazz ZX CVT,2021,Non-Accidental,9838,21-Feb,1st Owner,AUTOMATIC,MH-14,MH,Petrol,17.1,40,5,Pune,1041499
Maruti,Alto VXI,2022,Non-Accidental,1498,22-Jul,1st Owner,MANUAL,MH-14,MH,Petrol,22.1,35,5,Pune,null
Honda,Brio 1.2 S MT I VTEC,2017,Non-Accidental,31260,17-Jun,1st Owner,MANUAL,MH-04,MH,Petrol,20,43,5,Pune,null
Maruti,Alto 800 LXI,2018,Non-Accidental,8388,18-Sep,2nd Owner,MANUAL,MH-12,MH,Petrol,24.7,35,5,Pune,null
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,25055,16-May,2nd Owner,MANUAL,MH-14,MH,Petrol,18.9,43,5,Pune,null
Maruti,Celerio VXI CNG OPT,2019,Non-Accidental,46053,19-Jun,1st Owner,MANUAL,MH-12,MH,Petrol + CNG,null,null,null,Pune,null
Hyundai,Verna 1.6 SX VTVT (O),2019,Non-Accidental,16014,19-Mar,1st Owner,MANUAL,MH-04,MH,Petrol,17.4,45,5,Pune,943099
Maruti,New  Wagon-R 1.0 Lxi (o) cng,2019,Non-Accidental,65327,19-May,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,null,null,null,Pune,null
Hyundai,Eon D LITE PLUS,2015,Non-Accidental,22763,15-Sep,1st Owner,MANUAL,MH-14,MH,Petrol,21.1,32,5,Pune,304099
Maruti,Celerio VXI CNG OPT,2019,Non-Accidental,28095,19-Sep,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,null,60,5,Pune,null
Maruti,Wagon R 1.0 VXI,2012,Non-Accidental,37385,12-Oct,1st Owner,MANUAL,MH-31,MH,Petrol,15,35,5,Pune,321999
Renault,Kwid RXT 1.0 EASY-R AT OPTION,2018,Non-Accidental,45167,18-Apr,1st Owner,AUTOMATIC,MH-12,MH,Petrol,22,28,5,Pune,null
Maruti,New  Wagon-R LXI CNG 1.0 L,2019,Non-Accidental,87746,19-May,1st Owner,MANUAL,MH-14,MH,Petrol + CNG,null,null,null,Pune,531399
Nissan,Micra XL CVT (PETROL),2018,Non-Accidental,14568,18-Mar,2nd Owner,AUTOMATIC,MH-04,MH,Petrol,19.3,41,5,Pune,null
Volkswagen,Polo HIGH LINE PLUS 1.0,2018,Non-Accidental,32262,18-Aug,1st Owner,MANUAL,MH-14,MH,Petrol,18.8,45,5,Pune,710399
Mahindra,Kuv100 K8 D 5 STR,2016,Non-Accidental,63927,16-Mar,1st Owner,MANUAL,MH-12,MH,Diesel,null,null,null,Pune,514099
Maruti,Alto 800 LXI,2014,Non-Accidental,65255,14-Feb,2nd Owner,MANUAL,MH-14,MH,Petrol,22.7,35,5,Pune,252899
